date,krx_close,krx_diff,krx_return,PER,PBR,Dividend_Yield
2019-05-31,263.89,-0.04,-0.02,9.24,0.89,2.4
2019-06-03,268.16,4.27,1.62,10.55,0.88,2.34
2019-06-04,267.66,-0.5,-0.19,10.53,0.88,2.34
2019-06-05,267.99,0.33,0.12,10.54,0.88,2.34
2019-06-07,268.27,0.28,0.1,10.55,0.88,2.33
2019-06-10,272.1,3.83,1.43,10.7,0.9,2.3
2019-06-11,273.21,1.11,0.41,10.75,0.9,2.29
2019-06-12,272.74,-0.47,-0.17,10.73,0.9,2.3
2019-06-13,271.13,-1.61,-0.59,10.67,0.89,2.31
2019-06-14,270.48,-0.65,-0.24,10.77,0.9,2.3
2019-06-17,270.09,-0.39,-0.14,10.75,0.89,2.31
2019-06-18,271.36,1.27,0.47,10.8,0.9,2.29
2019-06-19,275.31,3.95,1.46,10.96,0.91,2.26
2019-06-20,276.01,0.7,0.25,10.99,0.91,2.26
2019-06-21,275.48,-0.53,-0.19,10.97,0.91,2.26
2019-06-24,275.58,0.1,0.04,10.97,0.91,2.26
2019-06-25,275.28,-0.3,-0.11,10.96,0.91,2.26
2019-06-26,275.53,0.25,0.09,10.97,0.91,2.26
2019-06-27,277.75,2.22,0.81,11.06,0.92,2.24
2019-06-28,277.5,-0.25,-0.09,11.05,0.92,2.24
2019-07-01,277.27,-0.23,-0.08,11.04,0.92,2.25
2019-07-02,275.97,-1.3,-0.47,10.99,0.91,2.26
2019-07-03,272.37,-3.6,-1.3,10.84,0.9,2.29
2019-07-04,274.54,2.17,0.8,10.93,0.91,2.27
2019-07-05,274.35,-0.19,-0.07,10.92,0.91,2.27
2019-07-08,268.55,-5.8,-2.11,10.69,0.89,2.32
2019-07-09,267.72,-0.83,-0.31,10.66,0.89,2.33
2019-07-10,268.75,1.03,0.38,10.7,0.89,2.32
2019-07-11,271.78,3.03,1.13,10.82,0.9,2.29
2019-07-12,272.68,0.9,0.33,10.86,0.9,2.28
2019-07-15,272.64,-0.04,-0.01,10.86,0.9,2.28
2019-07-16,274.05,1.41,0.52,10.91,0.91,2.27
2019-07-17,271.48,-2.57,-0.94,10.81,0.9,2.29
2019-07-18,270.67,-0.81,-0.3,10.78,0.9,2.3
2019-07-19,274.55,3.88,1.43,10.93,0.91,2.27
2019-07-22,274.55,0.0,0.0,10.93,0.91,2.27
2019-07-23,275.92,1.37,0.5,10.99,0.91,2.26
2019-07-24,273.22,-2.7,-0.98,10.88,0.9,2.28
2019-07-25,273.04,-0.18,-0.07,10.87,0.9,2.28
2019-07-26,272.25,-0.79,-0.29,10.84,0.9,2.29
2019-07-29,267.75,-4.5,-1.65,10.66,0.89,2.33
2019-07-30,268.95,1.2,0.45,10.71,0.89,2.31
2019-07-31,266.34,-2.61,-0.97,10.61,0.88,2.34
2019-08-01,265.73,-0.61,-0.23,10.58,0.88,2.34
2019-08-02,262.99,-2.74,-1.03,10.47,0.87,2.37
2019-08-05,257.19,-5.8,-2.21,10.24,0.85,2.42
2019-08-06,253.41,-3.78,-1.47,10.09,0.84,2.46
2019-08-07,252.0,-1.41,-0.56,10.03,0.83,2.47
2019-08-08,252.4,0.4,0.16,10.05,0.84,2.47
2019-08-09,254.85,2.45,0.97,10.15,0.84,2.44
2019-08-12,255.35,0.5,0.2,10.17,0.85,2.44
2019-08-13,252.83,-2.52,-0.99,10.07,0.84,2.46
2019-08-14,254.86,2.03,0.8,10.15,0.84,2.44
2019-08-16,253.9,-0.96,-0.38,10.11,0.84,2.45
2019-08-19,255.11,1.21,0.48,10.16,0.84,2.44
2019-08-20,258.05,2.94,1.15,10.28,0.85,2.41
2019-08-21,258.38,0.33,0.13,10.29,0.86,2.41
2019-08-22,256.28,-2.1,-0.81,10.2,0.85,2.43
2019-08-23,256.11,-0.17,-0.07,10.2,0.85,2.43
2019-08-26,252.19,-3.92,-1.53,10.04,0.83,2.47
2019-08-27,253.5,1.31,0.52,10.09,0.84,2.46
2019-08-28,255.53,2.03,0.8,10.18,0.85,2.44
2019-08-29,254.31,-1.22,-0.48,10.13,0.84,2.45
2019-08-30,259.0,4.69,1.84,10.31,0.86,2.4
2019-09-02,259.08,0.08,0.03,10.32,0.86,2.4
2019-09-03,258.25,-0.83,-0.32,10.28,0.85,2.41
2019-09-04,261.69,3.44,1.33,12.22,0.85,2.38
2019-09-05,264.44,2.75,1.05,12.35,0.86,2.35
2019-09-06,265.53,1.09,0.41,12.4,0.86,2.34
2019-09-09,267.4,1.87,0.7,12.48,0.87,2.33
2019-09-10,268.76,1.36,0.51,12.55,0.87,2.32
2019-09-11,270.84,2.08,0.77,12.64,0.88,2.3
2019-09-16,272.02,1.18,0.44,12.7,0.88,2.29
2019-09-17,271.68,-0.34,-0.12,12.68,0.88,2.29
2019-09-18,273.06,1.38,0.51,12.75,0.88,2.28
2019-09-19,274.92,1.86,0.68,12.84,0.89,2.26
2019-09-20,276.44,1.52,0.55,12.91,0.9,2.25
2019-09-23,276.65,0.21,0.08,12.92,0.9,2.25
2019-09-24,277.97,1.32,0.48,12.98,0.9,2.24
2019-09-25,274.42,-3.55,-1.28,12.81,0.89,2.27
2019-09-26,274.89,0.47,0.17,12.84,0.89,2.26
2019-09-27,271.33,-3.56,-1.3,12.67,0.88,2.29
2019-09-30,273.55,2.22,0.82,12.78,0.89,2.27
2019-10-01,274.42,0.87,0.32,12.82,0.89,2.27
2019-10-02,268.55,-5.87,-2.14,12.54,0.87,2.32
2019-10-04,267.39,-1.16,-0.43,12.49,0.87,2.33
2019-10-07,267.67,0.28,0.1,12.5,0.87,2.32
2019-10-08,271.36,3.69,1.38,12.68,0.88,2.29
2019-10-10,268.8,-2.56,-0.94,12.56,0.87,2.31
2019-10-11,271.3,2.5,0.93,12.67,0.88,2.29
2019-10-14,274.23,2.93,1.08,12.81,0.89,2.27
2019-10-15,274.34,0.11,0.04,12.81,0.89,2.27
2019-10-16,276.32,1.98,0.72,12.91,0.9,2.25
2019-10-17,275.57,-0.75,-0.27,12.87,0.89,2.26
2019-10-18,272.81,-2.76,-1.0,12.74,0.88,2.28
2019-10-21,273.79,0.98,0.36,12.79,0.89,2.27
2019-10-22,277.41,3.62,1.32,12.96,0.9,2.24
2019-10-23,276.23,-1.18,-0.43,12.9,0.89,2.25
2019-10-24,276.7,0.47,0.17,12.92,0.9,2.25
2019-10-25,277.07,0.37,0.13,12.94,0.9,2.25
2019-10-28,277.78,0.71,0.26,12.97,0.9,2.24
2019-10-29,277.55,-0.23,-0.08,12.96,0.9,2.24
2019-10-30,275.51,-2.04,-0.74,12.87,0.89,2.26
2019-10-31,275.82,0.31,0.11,12.88,0.89,2.26
2019-11-01,278.43,2.61,0.95,13.0,0.9,2.24
2019-11-04,282.54,4.11,1.48,13.19,0.92,2.2
2019-11-05,284.38,1.84,0.65,13.28,0.92,2.19
2019-11-06,284.52,0.14,0.05,13.29,0.92,2.19
2019-11-07,284.37,-0.15,-0.05,13.28,0.92,2.19
2019-11-08,283.13,-1.24,-0.44,13.22,0.92,2.2
2019-11-11,280.85,-2.28,-0.81,13.12,0.91,2.22
2019-11-12,283.65,2.8,1.0,13.25,0.92,2.19
2019-11-13,281.28,-2.37,-0.84,13.14,0.91,2.21
2019-11-14,283.93,2.65,0.94,13.26,0.92,2.19
2019-11-15,287.29,3.36,1.18,13.42,0.93,2.17
2019-11-18,287.18,-0.11,-0.04,13.41,0.93,2.17
2019-11-19,286.23,-0.95,-0.33,13.37,0.93,2.17
2019-11-20,282.21,-4.02,-1.4,13.18,0.91,2.2
2019-11-21,278.28,-3.93,-1.39,13.0,0.9,2.24
2019-11-22,279.43,1.15,0.41,13.05,0.91,2.23
2019-11-25,282.19,2.76,0.99,13.18,0.91,2.2
2019-11-26,281.83,-0.36,-0.13,13.17,0.91,2.21
2019-11-27,282.85,1.02,0.36,13.21,0.92,2.2
2019-11-28,281.23,-1.62,-0.57,13.14,0.91,2.21
2019-11-29,276.78,-4.45,-1.58,12.93,0.9,2.25
2019-12-02,277.44,0.66,0.24,12.96,0.9,2.24
2019-12-03,276.19,-1.25,-0.45,15.65,0.88,2.25
2019-12-04,274.15,-2.04,-0.74,15.54,0.87,2.27
2019-12-05,273.3,-0.85,-0.31,15.49,0.87,2.28
2019-12-06,276.56,3.26,1.19,15.67,0.88,2.25
2019-12-09,278.03,1.47,0.53,15.76,0.89,2.24
2019-12-10,279.31,1.28,0.46,15.83,0.89,2.23
2019-12-11,280.28,0.97,0.35,15.88,0.89,2.22
2019-12-12,285.11,4.83,1.72,16.16,0.91,2.18
2019-12-13,290.11,5.0,1.75,16.44,0.92,2.15
2019-12-16,289.76,-0.35,-0.12,16.42,0.92,2.15
2019-12-17,294.4,4.64,1.6,16.68,0.94,2.11
2019-12-18,294.22,-0.18,-0.06,16.67,0.94,2.12
2019-12-19,294.31,0.09,0.03,16.68,0.94,2.11
2019-12-20,295.31,1.0,0.34,16.73,0.94,2.11
2019-12-23,294.87,-0.44,-0.15,16.71,0.94,2.11
2019-12-24,292.9,-1.97,-0.67,16.6,0.93,2.12
2019-12-26,294.06,1.16,0.4,16.66,0.94,2.12
2019-12-27,295.2,1.14,0.39,16.73,0.94,2.11
2019-12-30,293.77,-1.43,-0.48,16.64,0.93,2.12
2020-01-02,290.35,-3.42,-1.16,16.45,0.92,2.14
2020-01-03,290.74,0.39,0.13,16.47,0.93,2.14
2020-01-06,288.43,-2.31,-0.79,16.34,0.92,2.16
2020-01-07,291.23,2.8,0.97,16.5,0.93,2.14
2020-01-08,289.42,-1.81,-0.62,16.4,0.92,2.15
2020-01-09,294.41,4.99,1.72,16.68,0.94,2.11
2020-01-10,297.06,2.65,0.9,16.83,0.95,2.1
2020-01-13,300.13,3.07,1.03,17.01,0.96,2.07
2020-01-14,301.53,1.4,0.47,17.08,0.96,2.06
2020-01-15,299.74,-1.79,-0.59,16.98,0.95,2.08
2020-01-16,302.78,3.04,1.01,17.16,0.96,2.06
2020-01-17,303.3,0.52,0.17,17.18,0.97,2.05
2020-01-20,305.58,2.28,0.75,17.31,0.97,2.04
2020-01-21,302.11,-3.47,-1.14,17.12,0.96,2.06
2020-01-22,306.08,3.97,1.31,17.34,0.97,2.03
2020-01-23,302.33,-3.75,-1.23,17.13,0.96,2.06
2020-01-28,292.77,-9.56,-3.16,16.59,0.93,2.13
2020-01-29,293.98,1.21,0.41,16.66,0.94,2.12
2020-01-30,288.37,-5.61,-1.91,16.34,0.92,2.16
2020-01-31,284.53,-3.84,-1.33,16.13,0.91,2.19
2020-02-03,285.05,0.52,0.18,16.16,0.91,2.18
2020-02-04,290.68,5.63,1.98,16.48,0.93,2.14
2020-02-05,292.02,1.34,0.46,16.55,0.93,2.13
2020-02-06,300.65,8.63,2.96,17.04,0.96,2.07
2020-02-07,298.21,-2.44,-0.81,16.9,0.95,2.09
2020-02-10,296.24,-1.97,-0.66,16.79,0.94,2.1
2020-02-11,299.28,3.04,1.03,16.96,0.95,2.08
2020-02-12,301.54,2.26,0.76,17.09,0.96,2.06
2020-02-13,300.93,-0.61,-0.2,17.06,0.96,2.07
2020-02-14,303.01,2.08,0.69,17.18,0.96,2.05
2020-02-17,302.76,-0.25,-0.08,17.16,0.96,2.05
2020-02-18,297.74,-5.02,-1.66,16.88,0.95,2.09
2020-02-19,298.33,0.59,0.2,16.91,0.95,2.09
2020-02-20,296.65,-1.68,-0.56,16.82,0.94,2.1
2020-02-21,292.42,-4.23,-1.43,16.58,0.93,2.13
2020-02-24,281.02,-11.4,-3.9,15.93,0.89,2.21
2020-02-25,284.24,3.22,1.15,16.11,0.91,2.19
2020-02-26,279.94,-4.3,-1.51,15.87,0.89,2.22
2020-02-27,277.09,-2.85,-1.02,15.71,0.88,2.24
2020-02-28,268.02,-9.07,-3.27,15.2,0.85,2.32
2020-03-02,270.37,2.35,0.88,15.33,0.86,2.3
2020-03-03,271.56,1.19,0.44,15.4,0.86,2.29
2020-03-04,278.13,6.57,2.42,15.77,0.89,2.24
2020-03-05,281.38,3.25,1.17,15.95,0.9,2.21
2020-03-06,275.1,-6.28,-2.23,15.6,0.88,2.26
2020-03-09,263.11,-11.99,-4.36,14.92,0.84,2.36
2020-03-10,264.67,1.56,0.59,15.0,0.84,2.35
2020-03-11,257.01,-7.66,-2.89,14.57,0.82,2.42
2020-03-12,247.62,-9.39,-3.65,14.04,0.79,2.51
2020-03-13,240.65,-6.97,-2.81,13.64,0.77,2.58
2020-03-16,232.97,-7.68,-3.19,13.21,0.74,2.67
2020-03-17,226.89,-6.08,-2.61,12.86,0.72,2.74
2020-03-18,215.83,-11.06,-4.87,12.23,0.69,2.88
2020-03-19,199.28,-16.55,-7.67,11.3,0.63,3.12
2020-03-20,213.67,14.39,7.22,12.11,0.68,2.91
2020-03-23,201.87,-11.8,-5.52,11.44,0.64,3.08
2020-03-24,220.34,18.47,9.15,12.49,0.7,2.82
2020-03-25,232.89,12.55,5.7,13.2,0.74,2.67
2020-03-26,229.34,-3.55,-1.52,13.0,0.73,2.71
2020-03-27,233.79,4.45,1.94,13.25,0.74,2.66
2020-03-30,232.45,-1.34,-0.57,13.18,0.74,2.68
2020-03-31,236.82,4.37,1.88,13.43,0.75,2.63
2020-04-01,226.35,-10.47,-4.42,12.83,0.72,2.75
2020-04-02,231.84,5.49,2.43,13.14,0.74,2.68
2020-04-03,231.7,-0.14,-0.06,13.13,0.74,2.68
2020-04-06,240.81,9.11,3.93,13.65,0.77,2.58
2020-04-07,244.87,4.06,1.69,13.88,0.78,2.54
2020-04-08,241.89,-2.98,-1.22,13.71,0.77,2.57
2020-04-09,245.61,3.72,1.54,13.92,0.78,2.53
2020-04-10,248.0,2.39,0.97,14.06,0.79,2.51
2020-04-13,243.4,-4.6,-1.85,13.8,0.77,2.56
2020-04-14,247.45,4.05,1.66,14.03,0.79,2.51
2020-04-16,247.1,-0.35,-0.14,14.01,0.79,2.52
2020-04-17,255.02,7.92,3.21,14.46,0.81,2.44
2020-04-20,252.14,-2.88,-1.13,14.29,0.8,2.47
2020-04-21,249.4,-2.74,-1.09,14.14,0.79,2.49
2020-04-22,251.88,2.48,0.99,14.28,0.8,2.47
2020-04-23,253.74,1.86,0.74,14.38,0.81,2.45
2020-04-24,250.28,-3.46,-1.36,14.19,0.8,2.49
2020-04-27,254.84,4.56,1.82,14.45,0.81,2.44
2020-04-28,256.39,1.55,0.61,14.53,0.82,2.43
2020-04-29,258.15,1.76,0.69,14.63,0.82,2.41
2020-05-04,250.6,-7.55,-2.92,16.35,0.8,2.45
2020-05-06,255.0,4.4,1.76,16.63,0.82,2.41
2020-05-07,254.46,-0.54,-0.21,16.6,0.82,2.42
2020-05-08,256.62,2.16,0.85,16.74,0.82,2.4
2020-05-11,254.95,-1.67,-0.65,16.63,0.82,2.41
2020-05-12,253.37,-1.58,-0.62,16.53,0.81,2.43
2020-05-13,255.85,2.48,0.98,16.69,0.82,2.4
2020-05-14,253.65,-2.2,-0.86,16.55,0.81,2.42
2020-05-15,253.79,0.14,0.06,16.55,0.81,2.42
2020-05-18,255.44,1.65,0.65,16.66,0.82,2.41
2020-05-19,261.79,6.35,2.49,17.08,0.84,2.35
2020-05-20,262.72,0.93,0.36,17.14,0.84,2.34
2020-05-21,263.74,1.02,0.39,17.21,0.85,2.33
2020-05-22,259.62,-4.12,-1.56,16.93,0.83,2.37
2020-05-25,262.76,3.14,1.21,17.13,0.84,2.34
2020-05-26,267.31,4.55,1.73,17.43,0.86,2.3
2020-05-27,267.64,0.33,0.12,17.45,0.86,2.3
2020-05-28,268.29,0.65,0.24,17.49,0.86,2.29
2020-05-29,268.32,0.03,0.01,17.5,0.86,2.29
2020-06-01,273.19,4.87,1.81,17.82,0.88,2.25
2020-06-02,276.08,2.89,1.06,18.0,0.88,2.23
2020-06-03,285.91,9.83,3.56,21.02,0.92,2.15
2020-06-04,286.45,0.54,0.19,21.06,0.92,2.15
2020-06-05,290.62,4.17,1.46,21.39,0.93,2.11
2020-06-08,290.77,0.15,0.05,21.4,0.93,2.11
2020-06-09,291.32,0.55,0.19,21.44,0.93,2.11
2020-06-10,291.9,0.58,0.2,21.48,0.94,2.11
2020-06-11,288.62,-3.28,-1.12,21.24,0.93,2.13
2020-06-12,281.78,-6.84,-2.37,21.62,0.91,2.16
2020-06-15,267.95,-13.83,-4.91,20.56,0.87,2.27
2020-06-16,282.59,14.64,5.46,21.69,0.92,2.15
2020-06-17,283.02,0.43,0.15,21.72,0.92,2.15
2020-06-18,281.91,-1.11,-0.39,21.63,0.91,2.15
2020-06-19,283.37,1.46,0.52,21.75,0.92,2.14
2020-06-22,281.42,-1.95,-0.69,21.6,0.91,2.16
2020-06-23,281.94,0.52,0.18,21.64,0.91,2.15
2020-06-24,286.7,4.76,1.69,22.0,0.93,2.12
2020-06-25,279.73,-6.97,-2.43,21.47,0.91,2.17
2020-06-26,283.38,3.65,1.3,21.75,0.92,2.14
2020-06-29,278.04,-5.34,-1.88,21.34,0.9,2.18
2020-06-30,280.09,2.05,0.74,21.5,0.91,2.17
2020-07-01,280.26,0.17,0.06,21.51,0.91,2.17
2020-07-02,283.86,3.6,1.28,21.79,0.92,2.14
2020-07-03,285.89,2.03,0.72,21.94,0.93,2.12
2020-07-06,290.62,4.73,1.65,22.3,0.94,2.09
2020-07-07,286.77,-3.85,-1.32,22.01,0.93,2.12
2020-07-08,285.97,-0.8,-0.28,21.95,0.93,2.12
2020-07-09,287.25,1.28,0.45,22.04,0.93,2.11
2020-07-10,285.06,-2.19,-0.76,21.88,0.92,2.13
2020-07-13,289.84,4.78,1.68,22.25,0.94,2.1
2020-07-14,289.63,-0.21,-0.07,22.23,0.94,2.1
2020-07-15,292.27,2.64,0.91,22.43,0.95,2.08
2020-07-16,289.25,-3.02,-1.03,22.2,0.94,2.1
2020-07-17,291.57,2.32,0.8,22.38,0.95,2.08
2020-07-20,290.81,-0.76,-0.26,22.32,0.94,2.09
2020-07-21,295.16,4.35,1.5,22.65,0.96,2.06
2020-07-22,294.04,-1.12,-0.38,22.57,0.95,2.07
2020-07-23,292.37,-1.67,-0.57,22.44,0.95,2.08
2020-07-24,290.66,-1.71,-0.58,22.31,0.94,2.09
2020-07-27,293.51,2.85,0.98,22.53,0.95,2.07
2020-07-28,300.13,6.62,2.26,23.04,0.97,2.02
2020-07-29,301.25,1.12,0.37,23.12,0.98,2.02
2020-07-30,301.85,0.6,0.2,23.17,0.98,2.01
2020-07-31,299.32,-2.53,-0.84,22.97,0.97,2.03
2020-08-03,299.46,0.14,0.05,22.98,0.97,2.03
2020-08-04,303.04,3.58,1.2,23.26,0.98,2.0
2020-08-05,306.64,3.6,1.19,23.54,0.99,1.98
2020-08-06,311.32,4.68,1.53,23.89,1.01,1.95
2020-08-07,312.57,1.25,0.4,23.99,1.01,1.94
2020-08-10,316.77,4.2,1.34,24.31,1.03,1.92
2020-08-11,321.02,4.25,1.34,24.64,1.04,1.89
2020-08-12,322.68,1.66,0.52,24.77,1.05,1.88
2020-08-13,323.33,0.65,0.2,24.82,1.05,1.88
2020-08-14,319.24,-4.09,-1.26,24.51,1.04,1.9
2020-08-18,312.84,-6.4,-2.0,24.02,1.02,1.94
2020-08-19,313.54,0.7,0.22,24.08,1.02,1.94
2020-08-20,301.59,-11.95,-3.81,23.16,0.98,2.01
2020-08-21,306.16,4.57,1.52,23.51,0.99,1.98
2020-08-24,309.33,3.17,1.04,23.75,1.0,1.96
2020-08-25,313.59,4.26,1.38,24.08,1.02,1.94
2020-08-26,314.19,0.6,0.19,24.13,1.02,1.93
2020-08-27,311.38,-2.81,-0.89,23.91,1.01,1.95
2020-08-28,312.24,0.86,0.28,23.98,1.01,1.94
2020-08-31,307.14,-5.1,-1.63,23.59,1.0,1.98
2020-09-01,309.81,2.67,0.87,23.79,1.01,1.96
2020-09-02,311.5,1.69,0.55,23.92,1.01,1.95
2020-09-03,316.43,4.93,1.58,24.3,1.03,1.92
2020-09-04,312.03,-4.4,-1.39,23.96,1.01,1.95
2020-09-07,313.67,1.64,0.53,24.09,1.02,1.94
2020-09-08,317.38,3.71,1.18,24.37,1.03,1.91
2020-09-09,313.77,-3.61,-1.14,24.1,1.02,1.93
2020-09-10,316.53,2.76,0.88,25.04,1.01,1.92
2020-09-11,316.45,-0.08,-0.03,25.09,1.01,1.91
2020-09-14,320.98,4.53,1.43,25.45,1.02,1.89
2020-09-15,323.36,2.38,0.74,25.64,1.03,1.87
2020-09-16,322.31,-1.05,-0.32,25.56,1.03,1.88
2020-09-17,318.0,-4.31,-1.34,25.22,1.02,1.9
2020-09-18,318.39,0.39,0.12,25.25,1.02,1.9
2020-09-21,315.89,-2.5,-0.79,25.05,1.01,1.92
2020-09-22,308.82,-7.07,-2.24,24.49,0.99,1.96
2020-09-23,309.64,0.82,0.27,24.54,0.99,1.96
2020-09-24,302.48,-7.16,-2.31,23.97,0.96,2.0
2020-09-25,303.57,1.09,0.36,24.06,0.97,2.0
2020-09-28,307.03,3.46,1.14,24.33,0.98,1.97
2020-09-29,309.44,2.41,0.78,24.52,0.99,1.96
2020-10-05,313.51,4.07,1.32,24.84,1.0,1.93
2020-10-06,314.45,0.94,0.3,24.92,1.0,1.93
2020-10-07,317.35,2.9,0.92,25.15,1.01,1.91
2020-10-08,317.47,0.12,0.04,25.16,1.01,1.91
2020-10-12,319.15,1.68,0.53,25.29,1.02,1.9
2020-10-13,319.58,0.43,0.13,25.33,1.02,1.9
2020-10-14,316.57,-3.01,-0.94,25.09,1.01,1.91
2020-10-15,313.92,-2.65,-0.84,24.89,1.0,1.93
2020-10-16,311.83,-2.09,-0.67,24.73,1.0,1.94
2020-10-19,312.59,0.76,0.24,24.79,1.0,1.94
2020-10-20,314.71,2.12,0.68,24.98,1.01,1.92
2020-10-21,315.76,1.05,0.33,25.07,1.01,1.92
2020-10-22,313.77,-1.99,-0.63,24.91,1.0,1.93
2020-10-23,314.79,1.02,0.33,24.99,1.01,1.92
2020-10-26,313.53,-1.26,-0.4,24.89,1.0,1.93
2020-10-27,311.8,-1.73,-0.55,24.75,1.0,1.94
2020-10-28,313.17,1.37,0.44,24.86,1.0,1.93
2020-10-29,309.94,-3.23,-1.03,24.61,0.99,1.95
2020-10-30,301.6,-8.34,-2.69,23.94,0.96,2.01
2020-11-02,305.95,4.35,1.44,24.29,0.98,1.98
2020-11-03,312.07,6.12,2.0,24.77,1.0,1.94
2020-11-04,313.83,1.76,0.56,24.91,1.0,1.93
2020-11-05,321.51,7.68,2.45,25.52,1.03,1.88
2020-11-06,322.1,0.59,0.18,25.57,1.03,1.88
2020-11-09,325.83,3.73,1.16,25.87,1.04,1.86
2020-11-10,326.13,0.3,0.09,25.89,1.04,1.85
2020-11-11,331.12,4.99,1.53,26.29,1.06,1.83
2020-11-12,329.72,-1.4,-0.42,26.18,1.05,1.83
2020-11-13,333.03,3.31,1.0,26.44,1.06,1.82
2020-11-16,340.63,7.6,2.28,27.04,1.09,1.78
2020-11-17,339.85,-0.78,-0.23,26.98,1.09,1.78
